id	input	joke
en_10774	steps unknown	My fitness tracker thinks Im living underwater.
en_10775	study crisis	My notes refused to cooperate—they said theyre on strike.
en_10776	pen meltdown	The pen stopped writing because the pressure was too much.
en_10777	desk avalanche	My desk is one paper away from a natural disaster.
en_10778	chair wisdom	The chair said I sit with problems instead of solving them.
en_10779	exam disaster	The exam attacked me with topics Ive never heard of.
en_10780	notebook nap	The notebook has been empty so long it entered retirement.
en_10781	group mystery	Half my group vanished and the rest deny knowing them.
en_10782	printer sass	The printer jammed just to show its the real boss.
en_10783	office whisper	The office keyboard keeps gossiping with the mouse.
en_10784	meeting doom	The meeting was so slow even the agenda died of boredom.
en_10785	keyboard mood	The keyboard refused to type Q because it needed a break.
en_10786	mouse drama	The mouse left because it couldnt click with anyone.
en_10787	pdf chaos	The PDF opened only halfway—typical emotional damage.
en_10788	uni trouble	The university gate sighed loudly when I approached.
en_10789	hostel comedy	The hostel food is so funny—it jokes on my stomach.
en_10790	deadline horror	The deadline chased me with a knife made of panic.
en_10791	sleep glitch	Sleep sent me an invitation but my brain declined.
en_10792	gym drama	The gym bag filed a complaint: unused since 2022.
en_10793	mirror shock	The mirror blinked twice before showing my face.
en_10794	pillow support	The pillow hugged me tighter than anyone ever has.
en_10795	budget tears	My budget cried when I added one more item to cart.
en_10796	shoe confusion	My shoes wondered why the only trip we take is to the fridge.
en_10797	time thief	Time disappeared right when I needed it the most.
en_10798	shower poetry	The shower gave me deeper thoughts than any textbook.
en_10799	lunch teleport	Lunch vanished instantly—zero explanation offered.
en_10800	charger scream	The charger panicked when it saw 1% battery.
en_10801	bag fatigue	My backpack wants a day off from carrying my life problems.
en_10802	spoon sadness	The spoon wept because cereal became dinner again.
en_10803	todo chaos	My to-do list multiplies like its trying to scare me.
en_10804	energy vanish	My energy left the room before I even woke up.
en_10805	weekend shock	The weekend ended before it even began.
en_10806	goal vacation	My goals took a break and forgot to return.
en_10807	motivation ghost	My motivation disappeared like it owed me money.
en_10808	schedule wobble	My schedule collapsed the moment I woke up late.
en_10809	health whisper	My salad politely reminded me I dont eat it enough.
en_10810	phone meltdown	The phone froze because my notifications stressed it out.
en_10811	blanket cling	The blanket wouldnt let go—it believed I needed comfort.
en_10812	soap lecture	The soap keeps telling me to clean up my life too.
en_10813	light switch	Sometimes the lights turn off on their own—theyre done with me.
en_10814	fan sarcasm	The ceiling fan spins dramatically like it's judging my choices.
en_10815	broom rebellion	The broom refuses to clean because my room is a lost cause.
en_10816	chair wobble	The chair squeaks every time I sit—pure judgment.
en_10817	remote escape	The TV remote hides every day because it hates responsibilities.
en_10818	door complaint	The door slammed itself like it was fed up with guests.
en_10819	window sigh	The window fogged up to avoid seeing my life choices.
en_10820	cushion drama	The sofa cushion moved because I keep sitting on the same spot.
en_10821	kitchen chaos	The pan screamed when I tried to cook again.
en_10822	shopping regret	The cart wheels cried when I kept adding things I dont need.
en_10823	water drama	The water tap drips slowly—like its tired of working.
en_10824	camera expose	The camera refused to open because it couldnt handle my face today.
en_10825	stool complaint	The stool said it cant carry both me AND my stress.
en_10826	window fan	The fan asked the window for fresh air because its tired of me.
en_10827	dust reunion	The dust came back because it forgot something important—my life.
en_10828	alarm betrayal	The alarm clock rang proudly while my soul left the chat.
en_10829	snack guilt	The cookies accused me of emotional eating and they were right.
en_10830	lazy laundry	The laundry pile grew so big it started demanding rent.
en_10831	closet riot	The clothes in my wardrobe are planning a rebellion for freedom.
en_10832	midnight fridge	The fridge sighed loudly when I opened it for the 7th time at 2AM.
en_10833	water regret	The water bottle judged me harder than any human ever has.
en_10834	steps missing	My step counter thinks Ive been kidnapped.
en_10835	study meltdown	My textbooks screamed when I opened them after 3 months.
en_10836	pen betrayal	The pen stopped working the moment I needed it most—classic drama.
en_10837	desk clutter	My desk is so messy even the dust got overwhelmed.
en_10838	chair loyalty	The chair has supported me more than half the people I know.
en_10839	exam panic	The exam paper attacked me with questions Ive never met.
en_10840	notebook ghost	The notebook remains empty because ideas refuse to show up.
en_10841	group chaos	My group project was so dysfunctional even the teacher gave up.
en_10842	printer attitude	The printer jammed just to show me whos boss.
en_10843	office stare	The office fan keeps watching me like it knows something.
en_10844	meeting misery	The meeting was so long even the walls lost interest.
en_10845	keyboard tantrum	The keyboard refused to type because it needed personal space.
en_10846	mouse escape	The office mouse left because no one appreciated its clicking.
en_10847	pdf drama	The PDF refused to open because it wasnt in the mood.
en_10848	uni stress	The campus gate groans every time students walk in.
en_10849	hostel hunger	The hostel food attacked my taste buds in self-defense.
en_10850	deadline sneeze	The deadline approached faster than my excuses.
en_10851	sleep confusion	Sleep tried contacting me but my brain left it on read.
en_10852	gym avoidance	The gym bag is wondering why it only travels from bed to chair.
en_10853	mirror attitude	The mirror rolled its eyes before showing my face.
en_10854	pillow loyalty	The pillow hugged me like it knew my life story.
en_10855	budget collapse	My budget fainted at the sight of my shopping cart.
en_10856	shoe drama	My shoes cried because I walked only to the fridge.
en_10857	time escape	My free time ran away the moment chores appeared.
en_10858	shower wisdom	The shower thoughts were deeper than my life decisions.
en_10859	lunch sadness	My lunch disappeared faster than my motivation.
en_10860	charger panic	My charger screamed every time my battery hit 1%.
en_10861	bag secrets	My backpack knows my darkest academic disasters.
en_10862	spoon whisper	The spoon sighed because I chose cereal for dinner again.
en_10863	task denial	My to-do list keeps growing like its trying to beat me.
en_10864	energy crisis	My energy level dropped lower than my phone at 3%.
en_10865	weekend blink	The weekend disappeared faster than my paycheck.
en_10866	motivation loss	My motivation said it would return in 5 minutes—still waiting.
en_10867	circus fire	Did you hear about the circus fire? It was in tents!
en_10868	squirrel nut	How do you catch a squirrel? Climb a tree and act like a nut!
en_10869	lifesavers mint	Did you hear about the guy who invented Lifesavers? They say he made a mint!
en_10870	wife mistakes	I told my wife she should embrace her mistakes. She gave me a hug.
en_10871	eggs crack	Why don't eggs tell jokes? They might crack up!
en_10872	flower bud	What did the big flower say to the little flower? Hi bud!
en_10873	camouflage pants	I went to buy some camouflage pants but I couldn't find any.
en_10874	grape wine	What did the grape say when it got stepped on? Nothing it just let out a little wine.
en_10875	calendar fired	I used to have a job at a calendar factory but I got fired because I took a couple of days off.
en_10876	snowman abs	What do you call a snowman with a six-pack? An abdominal snowman!
en_10877	skeleton guts	Why don't skeletons fight each other? They don't have the guts!
en_10878	moon restaurant	Did you hear about the restaurant on the moon? Great food no atmosphere!
en_10879	wall corner	What did one wall say to the other wall? I'll meet you at the corner!
en_10880	math problems	Why did the math book look sad? Because it had too many problems!
en_10881	hat ahead	What did one hat say to the other hat? You stay here I'll go on ahead!
en_10882	coffee mugged	Why did the coffee file a police report? It got mugged!
en_10883	time travel	I was going to tell you a joke about time travel but you didn't like it.
en_10884	baker dough	I used to be a baker but I couldn't make enough dough.
en_10885	soda soft	Did you hear about the guy who got hit in the head with a can of soda? He was lucky it was a soft drink.
en_10886	book glue	I'm writing a book about glue but I'm stuck on the first chapter.
en_10887	plate dinner	What did one plate whisper to the other plate? Dinner is on me.
en_10888	golfer hole	Why did the golfer bring two pairs of pants? In case he got a hole in one.
en_10889	sheep baa	Two sheep walk into a—baaaa.
en_10890	match lighter	Stop looking for the perfect match; use a lighter.
en_10891	seafood diet	Try the seafood diet—you see food then you eat it.
en_10892	butter rumor	Did you hear the rumor about butter? Well I'm not going to go spreading it!
en_10893	forrest password	What's Forrest Gump's password? 1forrest1.
en_10894	mini soda	What state is known for its small drinks? Minnesota.
en_10895	pepper business	What does a nosey pepper do? It gets jalapeño business.
en_10896	vegetarian beef	If two vegetarians get in an argument is it still called beef?
en_10897	clean conscience	I have a clean conscience—it's never been used.
en_10898	dad jokes	I love telling Dad jokes. Sometimes he even laughs.
en_10899	ice poles	What's 90 degrees but covered with ice? The North and South Poles.
en_10900	ship marooned	What happened when the blue ship and the red ship collided at sea? Their crews were marooned.
en_10901	flu tweetment	What's the difference between the bird flu and the swine flu? One requires tweetment and the other an oinkment.
en_10902	men line	What do you call a line of men waiting to get haircuts? A barberqueue.
en_10903	seagull bagels	Why do seagulls fly over the sea? If they flew over the bay they would be bagels.
en_10904	lunge step	I'm thinking I should do lunges to stay in shape. That would be a big step forward.
en_10905	corn popcorn	What did the baby corn say to the mama corn? Where's popcorn?
en_10906	vegetable radish	What vegetable is cool but not that cool? Radish.
en_10907	monkeys prime	What do you call two monkeys who share an Amazon Prime account? Prime mates.
en_10908	par try	You can't spell par entry without try.
en_10909	beehive exit	What do you call a beehive without an exit? Un-bee-lievable.
en_10910	coach quarterback	Why did the football coach go to the bank? To get his quarter back.
en_10911	leopard spotted	Why can't a leopard hide? He's always spotted.
en_10912	air inflation	Air used to be free at the gas station now it costs 2.50. You know why? Inflation.
en_10913	smart car	I tried to get a smart car the other day but they sold out too fast. Guess I'm just a bit slow.
en_10914	astronaut space	Did you hear about the claustrophobic astronaut? He just wanted a bit more space.
en_10915	orange juice	Why did the orange lose the race? It ran out of juice.
en_10916	pumpkin patch	How do you fix a broken pumpkin? With a pumpkin patch.
en_10917	fish schools	Why are fish so smart? They live in schools!
en_10918	swiss flag	What's the best thing about Switzerland? I don't know but the flag is a big plus.
en_10919	well fall	Why did the man fall down the well? Because he couldn't see that well!
en_10920	pepper habanero	Why do peppers make such good archers? Because they habanero.
en_10921	sink toilet	What did the sink tell the toilet? You look flushed!
en_10922	boat dock	Where do boats go when they're sick? To the dock.
en_10923	cornfield ears	What has ears but cannot hear? A cornfield!
en_10924	february march	Can February March? No but April May!
en_10925	six seven	Why was 6 afraid of 7? Because 7 ate nine!
en_10926	sleep eyes	I'm so good at sleeping that I do it with my eyes closed.
en_10927	pencil erasers	What do you call a pencil with two erasers? Pointless.
en_10928	roof over	Did you hear the one about the roof? Never mind it's over your head.
en_10929	stick brown	What's brown and sticky? A stick.
en_10930	facial hair	I hated facial hair but then it grew on me.
en_10931	organ guts	It really takes guts to be an organ donor.
en_10932	plumber pipes	What did the plumber say to the singer? Nice pipes.
en_10933	circus fire	The circus fire was so intense the clowns stopped joking and started smoking.
en_10934	catch squirrel	I tried catching a squirrel—turns out acting like a nut comes naturally to me.
en_10935	mint inventor	The guy who made Lifesavers really minted his money.
en_10936	hug mistakes	I told her to embrace her mistakes—she squeezed me like a teddy bear.
en_10937	cracked eggs	Eggs dont tell jokes because their sense of humor cracks too easily.
en_10938	big flower	The big flower greeted the small one—pure bloomin friendship.
en_10939	camouflage pants	I finally found camouflage pants… right when I stopped looking.
en_10940	stepped grape	The grape didnt complain—it just released some vintage emotions.
en_10941	calendar factory	I got fired from the calendar job—I needed time off literally.
en_10942	snowman abs	A snowman with abs? Thats real frosty fitness.
en_10943	skeleton fight	Skeletons dont fight—they cant stomach the conflict.
en_10944	moon restaurant	Moon restaurants serve great food but the vibe? Zero atmosphere.
en_10945	talking walls	One wall told the other Meet you at the corner—dont be late.
en_10946	sad mathbook	The math book was emotional—too many unsolved problems.
en_10947	two hats	One hat left the other behind—it wanted a head start.
en_10948	mugged coffee	The coffee filed a report—it got mugged on its way to work.
en_10949	time travel	I tried telling a time-travel joke—but you hated it tomorrow.
en_10950	baker dough	My bakery career crumbled—I couldnt make enough dough.
en_10951	soda can	A soda hit a mans head—thankfully it was soft like the joke.
en_10952	glue chapter	I began writing about glue—now Im stuck forever.
en_10953	dinner plates	One plate told the other Tonights on me—literally.
en_10954	hole pants	He brought two pants—just in case life punched a hole in one.
en_10955	sheep joke	Two sheep walked in and said Baaaaaad idea.
en_10956	perfect match	Dont search for your perfect match—just spark something.
en_10957	seafood diet	I tried the seafood diet… I see food and it disappears.
en_10958	butter rumor	The butter rumor is spreading—dont slip on it.
en_10959	forrest password	Forrest Gumps password? He runs everything with 1forrest1.
en_10960	tiny drinks	The state for tiny drinks? Minnesota—mini sodas everywhere.
en_10961	nosey pepper	The spicy pepper gets into everyones business—jalapeño style.
en_10962	vegetarian beef	Two vegetarians argued—no beef only leafy drama.
en_10963	clean conscience	My conscience is spotless—its never been used.
en_10964	dad jokes	I tell dad jokes so much that even dads complain.
en_10965	icy poles	Whats 90 degrees but icy cold? The professional Poles.
en_10966	ship collision	A blue and red ship crashed—the crew was left marooned.
en_10967	flu joke	Bird flu needs tweetment; swine flu needs oinkment.
en_10968	haircut line	A line of men waiting for haircuts? A full barber-queue.
en_10969	seagull sea	Seagulls fly over the sea because bagels already dominate the bay.
en_10970	big step	Doing lunges was a big step forward—until my legs filed a complaint.
en_10971	baby corn	Baby corn asked Wheres popcorn? and mama corn popped from stress.
en_10972	cool radish	The radish is cool—but not cool enough to hang with cucumbers.
en_10973	prime monkeys	Two monkeys with Prime? Theyre officially prime-mates.
en_10974	hive exit	A hive without an exit? Thats simply un-bee-lievable chaos.
en_10975	football bank	The football coach went to the bank—he needed his quarter back again.
en_10976	spotted leopard	Leopards cant hide—theyre permanently spotted by nature.
en_10977	gas inflation	Even air at stations costs now—talk about inflated breathing.
en_10978	smart car	I tried buying a smart car but it outsmarted me by selling out.
en_10979	space astronaut	The claustrophobic astronaut just needed a little more personal space.
en_10980	orange race	The orange lost the race—it had zero juice for the finish line.
en_10981	pumpkin patch	Fix a pumpkin with a patch—classic squash surgery.
en_10982	fish school	Fish are geniuses—theyve been in school longer than all of us.
en_10983	swiss flag	Switzerlands best quality? Even their flag has a plus point.
en_10984	well fall	He fell into a well because he couldnt see that well.
en_10985	pepper archer	Peppers are great archers—they always habanero target accuracy.
en_10986	sink toilet	The sink told the toilet You look flushed
en_10987	sick boat	Sick boats go to the dock—nautical medicine at its finest.
en_10988	corn ears	A cornfield has ears everywhere—no secrets allowed.
en_10989	february march	February cant March but April May pull it off.
en_10990	seven eight	Six fears seven because seven went full cannibal and ate nine.
en_10991	sleeping eyes	Im so good at sleeping I perform with my eyes closed.
en_10992	pencil erasers	A pencil with two erasers? Absolutely pointless.
en_10993	roof joke	Heard a joke about a roof? It goes right over everyones head.
en_10994	sticky stick	The brown sticky thing? Just a committed stick.
en_10995	facial hair	I disliked facial hair—until it grew on me emotionally.
en_10996	organ donor	Being an organ donor takes guts—literally.
en_10997	plumber pipes	The plumber complimented the singer—Nice pipes youve got!
en_10998	barber beard	The barber quit—he couldnt handle all the razor-sharp conversations.
en_10999	lazy weekend	My weekend plans collapsed faster than my willpower on Monday.
en_11000	coffee break	My coffee took a break—it needed a breather from my stress.
en_11001	noisy fridge	My fridge complains because I only socialize with it after midnight.
en_11002	tired shoes	My shoes are exhausted—theyre tired of following in my footsteps.
en_11003	dusty bookshelf	The bookshelf called me out—it said You never turn a page in life.
en_11004	hungry wallet	My wallet is so empty it echoes when I open it.
en_11005	lazy pencil	The pencil refused to write—it said it lacked motivation.
en_11006	tired keyboard	The keyboard went offline because it couldnt handle one more shift.
en_11007	broken wifi	My WiFi drops more often than my New Years resolutions.
en_11008	office chair	My office chair rolled away—it was tired of supporting me.
en_11009	noisy fan	The fan wouldnt stop talking—it kept blowing things out of proportion.
en_11010	spilled coffee	My coffee spilled itself just to start the drama.
en_11011	jelly printer	My printer refused to work—it said the situation was too paper stressful.
en_11012	sleepy intern	The intern was so sleepy even their shadow needed a nap.
en_11013	messy desk	My desk is so messy it now qualifies as an escape room.
en_11014	stubborn stapler	The stapler snapped back—it said I kept pressing its buttons.
en_11015	lazy sofa	The sofa is so lazy it absorbs motivation on contact.
en_11016	tangled charger	The charger cable tangled itself just to feel important.
en_11017	dusty laptop	My laptop coughed—its allergic to productivity.
en_11018	empty fridge	The fridge told me its tired of being disappointed by my visits.
en_11019	tired socks	My socks retired—they were tired of my footsteps.
en_11020	shy pillow	The pillow hides my dreams because it thinks Ill ruin them.
en_11021	bored remote	The remote left the room—it couldnt handle the drama anymore.
en_11022	loud microwave	The microwave beeps louder than my social anxiety.
en_11023	cracked phone	My phone cracked under pressure—literally.
en_11024	confused notebook	The notebook said my handwriting looks like ancient riddles.
en_11025	shy spoon	The spoon backed away—it wasnt up for stirring trouble.
en_11026	angry trashcan	The trashcan yelled at me for dumping my problems into it.
en_11027	weak coffee	The coffee was so weak it apologized for existing.
en_11028	sleepy elevator	The elevator refused to go up—it said it had no lift left in it.
en_11029	old calendar	The calendar left because it couldnt deal with more deadlines.
en_11030	frozen laptop	My laptop froze—probably overwhelmed by my browser tabs.
en_11031	stressed marker	The marker dried up—it ran out of emotional ink.
en_11032	dramatic mirror	The mirror sighed—its tired of seeing my face daily.
en_11033	lazy toothbrush	The toothbrush refused to work—it said I bring too much drama.
en_11034	melting icecream	The ice cream melted under pressure—its too soft for life.
en_11035	slow internet	My internet is so slow it buffers my emotions too.
en_11036	noisy shoes	My shoes keep squeaking—theyre protesting long walks.
en_11037	empty jar	The cookie jar betrayed me—it stayed empty on purpose.
en_11038	shocked toaster	The toaster freaked out—said it wasnt ready to handle heat.
en_11039	guilty notebook	The notebook refused to open—it couldnt face my messy thoughts.
en_11040	dusty bookshelf	The bookshelf sneezed—its allergic to my lack of reading.
en_11041	nervous charger	The charger panicked—it couldnt handle the current situation.
en_11042	useless umbrella	The umbrella stayed home—it said I bring the storm myself.
en_11043	hungry laptop	The laptop demanded a break—it was tired of crunching data.
en_11044	dramatic clock	The clock ticked loudly for attention—it loves the spotlight.
en_11045	grumpy cereal	The cereal got soggy because it gave up on life.
en_11046	shy headphones	The headphones tangled themselves—they hate social interaction.
en_11047	sad detergent	The detergent cried because my clothes never come clean.
en_11048	confused backpack	The backpack wondered why I carry everything except my life together.
en_11049	jealous mug	The mug got mad when I used another cup—it felt betrayed.
en_11050	overworked shoes	My shoes filed a complaint—they're tired of my problems dragging on.
en_11051	annoyed pillow	The pillow punched back—its done with my overthinking.
en_11052	sleepy curtain	The curtain refused to open—it wanted five more minutes of darkness.
en_11053	scared candle	The candle melted away—it couldn't handle the heat.
en_11054	lazy curtain	The curtains stayed closed—theyre hiding from responsibilities too.
en_11055	tired mouse	The computer mouse clicked out—it couldnt handle more decisions.
en_11056	angry fridge	The fridge slammed its door—its tired of my midnight visits.
en_11057	confused spoon	The spoon got lost in the bowl—it cant find its purpose.
en_11058	sleepy keyboard	The keyboard dozed off—its tired of me pressing its issues.
en_11059	dramatic mug	The mug shattered just for dramatic effect.
en_11060	useless pen	The pen quit—it couldnt write another chapter of my chaos.
en_11061	lazy socks	The socks refused to pair—theyre done with relationships.
en_11062	emotional onion	The onion cried first—it sensed how my life is going.
en_11063	dramatic cereal	The cereal dove out of the box—it couldnt handle the pressure.
en_11064	shy scissors	The scissors stayed closed—theyre afraid to make the wrong cut.
en_11065	thirsty plant	The plant stared at me—its judging my hydration skills.
en_11066	tired radio	The radio tuned out—it was done with the noise.
en_11067	stubborn broom	The broom refused to sweep—its not cleaning up my mess again.
en_11068	confused shoes	The shoes walked away—they didnt want to go where I was going.
en_11069	annoyed socket	The socket got shocked—it wasnt expecting my energy.
en_11070	dramatic napkin	The napkin folded—it couldnt wipe away my problems.
en_11071	shy blanket	The blanket hid me—it thinks I embarrass it.
en_11072	tired notebook	The notebook fainted—it couldnt take one more assignment.
en_11073	angry blender	The blender screamed—its tired of mixing my nonsense.
en_11074	moody candlelight	The candle flickered—its debating whether to stay alive.
en_11075	jealous charger	The charger refused to connect—it saw me charging my power bank instead.
en_11076	slow microwave	The microwave heated my food at the speed of depression.
en_11077	messy closet	The closet exploded—it couldnt contain my fashion crisis.
en_11078	stressed phone	The phone overheated—its tired of handling my drama.
en_11079	sleepy laptop	The laptop went to sleep because it couldn't handle my tabs anymore.
en_11080	angry bookmark	The bookmark quit—it got tired of being stuck in the same place.
en_11081	lazy charger	The charger refused to work—it said I drain it emotionally.
en_11082	stubborn pillow	The pillow refused to fluff—its done supporting me.
en_11083	shocked toaster	The toaster nearly fainted—it wasnt ready for my burnt bread.
en_11084	confused mirror	The mirror apologized—it thought someone else walked in.
en_11085	moody candle	The candle flickered dramatically like its in a sad movie.
en_11086	shy paperclip	The paperclip refused to hold things together—it said thats my job.
en_11087	nervous drawer	The drawer shook—it knows I stuff my secrets in there.
en_11088	angry mug	The mug stormed off—its tired of being used every morning.
en_11089	grumpy blanket	The blanket rolled away—its tired of covering my mess.
en_11090	tired remote	The remote ran away—it couldnt handle my channel surfing.
en_11091	sad notebook	The notebook ignored me—its tired of my unfinished plans.
en_11092	annoyed keyboard	The keyboard locked itself—it refuses to respond to my nonsense.
en_11093	confused wallet	The wallet screamed—it wasnt expecting another online order.
en_11094	scared spoon	The spoon hid—it thought I was making healthy food.
en_11095	tired comb	The comb snapped—it couldnt fight my tangled decisions.
en_11096	dramatic sock	The sock disappeared—it wanted a solo career.
en_11097	lazy curtain	The curtain refused to open—it said today is cancelled.
en_11098	jealous water	The water spilled—it wanted more attention.
en_11099	angry broom	The broom quit—its tired of sweeping my failures.
en_11100	confused chair	The chair collapsed—it couldnt take the weight of my choices.
en_11101	shy notebook	The notebook blushed—my handwriting embarrassed it.
en_11102	stressed candle	The candle burned out—its tired of lighting up my darkness.
en_11103	moody fridge	The fridge made noises—its complaining about my midnight snacks.
en_11104	scared fan	The fan ran away—its done dealing with my hot mess.
en_11105	useless mop	The mop sighed—it cant clean up my life.
en_11106	tired hanger	The hanger snapped—it refuses to hold my overloaded wardrobe.
en_11107	angry glasses	The glasses fogged up—theyre tired of seeing my decisions.
en_11108	dramatic plate	The plate shattered—it couldnt handle the dinner drama.
en_11109	shy shampoo	The shampoo hid—its afraid of my hair routine.
en_11110	confused cereal	The cereal jumped out—it didnt want to end up soggy again.
en_11111	nervous lotion	The lotion refused to pump—it froze under pressure.
en_11112	angry charger	The charger unplugged itself—its tired of being used nonstop.
en_11113	stressed pencil	The pencil broke—it couldnt handle the point of the assignment.
en_11114	sleepy mouse	The computer mouse stopped moving—it needs a nap from all my scrolling.
en_11115	jealous bottle	The water bottle leaked—it wants emotional release too.
en_11116	overwhelmed oven	The oven shut off—its tired of being blamed for burnt food.
en_11117	clingy towel	The towel stuck to me—it thinks Im too attached.
en_11118	tired backpack	The backpack slouched—its tired of carrying my entire life.
en_11119	cake tiers	Our wedding was so beautiful even the cake was in tiers!
en_11120	taxes kids	I tried to teach my kids about taxes but they said That sounds like a you problem.
en_11121	dad perfect	We have the perfect dad-son relationship. You're my son and I'm perfect!
en_11122	sleep child	I love all my kids equally—except the one that sleeps. I love that one more.
en_11123	kids hide	If I ever go missing just follow my kids. They find me anywhere I hide!
en_11124	meditation nothing	I'm thinking of trying meditation. Seems better than sitting and doing nothing!
en_11125	cleaning children	Cleaning with children around is like brushing your teeth while eating Oreos.
en_11126	dad dollars	Son: Dad can I get $20? Dad: Do I look like I make dollars daily? Son: Isnt that what D.A.D means?
en_11127	dadsplaining explanations	My wife calls all my explanations 'dadsplaining'.
en_11128	dad jokes	Dads tell bad jokes because we want to help you become a groan-up.
en_11129	Sprite 7Up	My wife asked for 6 cans of Sprite. I came home with 7Up.
en_11130	parenting childing	Some days you question your parenting; other days you question your kids childing.
en_11131	dad diet	The dad diet: everything the kids dont finish.
en_11132	kids quiet	My kids: 3 out of 5 stars. Couldve been quieter.
en_11133	old track	How old are you again? Ive lost track.
en_11134	parent chaos	If parenting were a job Id be the CEO of chaos management.
en_11135	dad laugh	I smile because Im your dad; I laugh because you cant change it.
en_11136	child dirt	First kid eats dirt—call doctor. Second—wipe mouth. Third—no need to cook lunch.
en_11137	dad room	How many dads to make you clean your room? One—but it takes 18 years.
en_11138	silence kids	Silence is golden—unless you have kids. Then its suspicious.
en_11139	millennial instagrams	How do you weigh a millennial? In instagrams.
en_11140	couples gym	Couples go to the gym because they want their relationship to work out.
en_11141	kids mom	Are my kids perfect? No. But we can blame mom for that.
en_11142	piano momory	I used to play piano by ear but now I just play it by mom-ory.
en_11143	toddler bed	I tried to make a joke about a toddler bed but then it fell apart.
en_11144	decade dozen	I told my kids they shouldve been born in a different decade because it's cheaper by the dozen!
en_11145	mom sandwich	When I asked my mom if she could make me a sandwich she said Poof! You're a sandwich!
en_11146	cow decalf	What do you call a mother cow that just gave birth? De-calf-inated.
en_11147	math problems	Helping the kids with homework: Dear Math please grow up and solve your own problems.
en_11148	kids taller	I told my kids they can be anything they want—just not taller than me.
en_11149	parents detectives	Parents make terrible detectives because we always find evidence after the crime.
en_11150	helicopter love	My kids call it helicopter parenting; I call it surveillance with love.
en_11151	parenting improvise	My parenting style can be summed up in one word: improvise!
en_11152	procrastination book	I told my son Id buy him a book on procrastination but I keep putting it off.
en_11153	parent bathroom	Being a parent means never having a moment to yourself—even in the bathroom.
en_11154	food plate	I told my daughter to stop playing with her food so she played with her plate instead.
en_11155	adopted joke	I asked my mom if I was adopted. She said Not yet. Still waiting for someone to claim you.
en_11156	kid napping	Did you hear about the kidnapping at the playground? They woke up.
en_11157	mom shoes	Mom can you put my shoes on? No they wont fit me.
en_11158	morning coffee	I used to think I was a morning person—then I had kids. Now I need all the coffee.
en_11159	accountant taxing	What did the accountant say while making breakfast? This whole parenting thing is taxing.
en_11160	personal space	Never tell a mom you need personal space. You came out of hers!
en_11161	iced coffee	Moms iced coffee recipe: Make coffee forget it drink it cold.
en_11162	daughter grandma	Whats it like to have the best daughter in the world? Ask grandma!
en_11163	kids honors	Some graduate with honors. Im just honored my kids graduated.
en_11164	nap arrest	If a child refuses to nap are they resisting a rest?
en_11165	vacuum dust	I sold my vacuum cleaner—it was just gathering dust!
en_11166	moms teens	Moms of teens: keep a dog so someone is excited to see you.
en_11167	beaters brownies	Good moms let you lick the beaters; great moms turn them off first.
en_11168	boxing punchline	My kid told me a joke about boxing. I missed the punch line.
en_11169	soap clean	I was addicted to soap but I'm clean now.
en_11170	mom jokes	I like telling mom jokes. Sometimes she laughs!
en_11171	bitter realitea	Moms drink bitter-sweet things—theyve been served a glass of reali-tea.
en_11172	mom joke apparent	When does a joke become a mom joke? When it becomes apparent.
en_11173	parents saidso	Parents say because I said so—because science isnt always enough.
en_11174	therapist me	Why pay a therapist when you have me?
en_11175	kids overthink	Im my kids favorite person to overthink with.
en_11176	seafood eat	Im on a seafood diet: I see food and I eat it.
en_11177	hat ahead	What did one hat say to the other? Stay here Im going on ahead.
en_11178	spicy share	Its spicy = universal mom code for I dont want to share.
en_11179	break wakeup	The only thing worse than birthing kids is waking them after break ends.
en_11180	stop screaming	Teach irony by yelling STOP SCREAMING.
en_11181	advice rhetorical	When your mom asks if you want advice its rhetorical.
en_11182	therapy money	Parents try their best—and save money for therapy.
en_11183	coffee rules	Rule #1 in this house: dont ask me anything before coffee.
en_11184	sleepy coffee	My coffee yawned this morning—its tired of waking me up.
en_11185	butter rumor	Did you hear the rumor about butter? Im not spreading it.
en_11186	perfect match	Stop looking for the perfect match… use a lighter.
en_11187	drummer daughters	What did the drummer call her daughters? Anna One Anna Two!
en_11188	mom groanup	Moms tell bad jokes to help you become a groan-up.
en_11189	mom hard	If being a mom were easy Dad would do it.
en_11190	mama bear	You deeply understand why Mama Bears porridge was too cold.
en_11191	kids blame dad	Are my kids perfect? No—but we can blame dad.
en_11192	kids quieter	My kids: 3 out of 5 stars. Couldve been quieter.
en_11194	mother laugh	I smile because Im your mother; I laugh because theres nothing you can do.
en_11195	daughter perfect	Perfect mother-daughter relationship: Youre my daughter Im perfect!
en_11196	raise man	Being a mom means raising kids—and a full-grown man.
en_11197	evil stepmom	Of all evil stepmoms arent you glad you got me?
en_11198	momsplaining explanations	I always have a take; my husband calls it momsplaining.
en_11199	fairy tale	Motherhood is a fairy tale in reverse: ball gown to stained rags.
en_11200	parenting childing	Some days you question parenting; others your kids childing.
en_11201	mother twenty	Mother: one person who does work of twenty for free.
en_11202	mom room	How many moms to get you to clean your room? One—takes 18 years.
en_11203	mom money	Son: Mom can I get $20? Mom: Do I look made of money? Son: Isnt that what M.O.M means?
en_11204	mom diet	The mom diet: everything the kids dont finish.
en_11205	stubborn pillow	My pillow refused to fluff—said it was done supporting me.
en_11206	nervous toaster	The toaster hesitated—it didnt want to get in over its head again.
